"dev_os","OS Version","temp","title","timestamp","comp_bar","Roll","pos_tech","pos_acc","Make and Model","press","Pitch","editor","Azimuth","cam_vert","cam_hoz","pos_sat","id","Name","What is your name?","Have you seen a butterfly?","If you can, take a photo of the butterfly you have seen.","How many of this butterfly did you see?","Can you see any of these plants within 5 metres (a large room) around you? Tick all that you see.","What did the grasses look like?","Would you like to record more information that would be useful for scientists?","Any other comments?","What was the main colour of the butterfly?","Was it one of these?","What was the butterfly doing?","How would you describe the habitat/area around the butterfly/you? (football pitch area around you)","What kind of urban?","Are you next to a hedgerow?","What type of woodland?","What type of grassland?","What type of farmland?","Was it this butterfly?","geom"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-17T15:31:45.443Z","","0.4254558718142528","","8","MOTOROLA XT1068","","-35.105338428073395","a0ea0520-3574-4371-b9a3-6af8c208632a.json","85.62252743522782","","","","_u503entwc","Penparcau Survey 2016 - V1-3-17-06-2016 16h31m37s","Debra","Yes","<br/><a href="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-17-06-2016 16h31m37s/1466177370966.jpg"><img src="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-17-06-2016 16h31m37s/1466177370966_thumb.jpg" style="width:100px;border:0;"></a>","1","Nettle,Grasses",,"Yes","","Brown","Speckled Wood","Resting","Gorse",,"No",,,,,"-4.084299800000017,52.40008390000025"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T13:59:09.554Z","","5.205373824491812","","-1","MOTOROLA XT1068","","-19.086883380877886","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-50.01354110304145","","","","_yu7ebu8kf","Penparcau Survey 2016 - V1-3-30-06-2016 14h59m02s","CG test","No","<i>blank</i>","","Grasses","Long grass, maybe grazed, some flowers","Yes","",,,,"Grassland",,"No",,"Long grass, maybe grazed, some flowers",,,"-4.068492689263958,52.40229697831558"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T13:57:53.163Z","","6.745580201669218","","-1","MOTOROLA XT1068","","-19.302638811474832","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-27.63405916482678","","","","_d0h4mwop6","Penparcau Survey 2016 - V1-3-30-06-2016 14h57m40s","CG test","No","<i>blank</i>","","Grasses","Mown or grazed, short, very green grass","No","",,,,,,,,,,,"-4.068277965919379,52.40149008840741"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-19T10:25:09.825Z","","8.38703260734784","","-1","MOTOROLA XT1068","","-17.593044169767932","a0ea0520-3574-4371-b9a3-6af8c208632a.json","48.11337906084932","","","","_m8wydg3l4","Penparcau Survey 2016 - V1-3-19-07-2016 11h24m54s","CG","No","<i>blank</i>","","Nettle,Dock or sorrel,Grasses",,"Yes","",,,,"Urban","Parks, playgrounds, allotments or community grasslands","Yes",,,,,"-4.070733771769117,52.40081597878962"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T10:50:03.884Z","","5.214071216626177","","-1","MOTOROLA XT1068","","-55.20142494750297","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-35.99469052971158","","","","_7he35jgag","Penparcau Survey 2016 - V1-3-30-06-2016 11h49m49s","Greg","No","<i>blank</i>","","Nettle,Holly,Thistle,Grasses",,"Yes","",,,,"Urban","Parks, playgrounds, allotments or community grasslands","Yes",,,,,"-4.07109740237811,52.40107725674469"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T15:49:09.179Z","","5.527540187262973","","-1","MOTOROLA XT1068","","-20.104238350203993","a0ea0520-3574-4371-b9a3-6af8c208632a.json","141.43272714345403","","","","_5nwhl8yt9","Penparcau Survey 2016 - V1-3-30-06-2016 16h48m59s","CG test","No","<i>blank</i>","","Nettle,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.066776653560698,52.402984370861276"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-12T14:25:24.389Z","","4.591620282750459","","96","MOTOROLA XT1068","","-36.82895374059903","a0ea0520-3574-4371-b9a3-6af8c208632a.json","15.42735510849697","","","","_kcs9lbld7","Penparcau Survey 2016 - V1-3-12-07-2016 15h25m20s","Louise king","Yes","<i>blank</i>","","Nettle,Thistle,Dock or sorrel,Grasses",,"Yes","","White","Green-veined White","Flying","Urban","Built-up areas with green spaces","No",,,,,"-4.066574399999963,52.40361029999989"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T15:28:24.954Z","","5.139113732466695","","-1","MOTOROLA XT1068","","-21.531869122594426","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-4.387245654858045","","","","_uu8mnuapp","Penparcau Survey 2016 - V1-3-30-06-2016 16h28m17s","CG test","No","<i>blank</i>","","Nettle,Ivy,Burdock,Grasses",,"No","",,,,,,,,,,,"-4.059511874416479,52.40464177531504"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-14T11:07:22.035Z","","2.8135544887180632","","9","MOTOROLA XT1068","","-20.47969897152147","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-32.966604708361885","","","","_pyvegtjiu","Penparcau Survey 2016 - V1-3-14-07-2016 12h07m16s","Chloe test","No","<i>blank</i>","","Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.083852500000015,52.401739500000204"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-09T12:55:05.591Z","","7.907162299282961","","-1","MOTOROLA XT1068","","-15.592678129809837","a0ea0520-3574-4371-b9a3-6af8c208632a.json","27.862457275577423","","","","_g9bdi80nf","Penparcau Survey 2016 - V1-3-09-06-2016 13h54m36s","Chloe","No","<i>blank</i>","","Ivy,Holly,Grasses",,"Yes","",,,,"Urban","Built-up areas with little to no green spaces","No",,,,,"-4.073721470428084,52.40171689036985"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-16T12:15:51.863Z","","6.938991095283292","","-1","MOTOROLA XT1068","","-14.560621178295278","a0ea0520-3574-4371-b9a3-6af8c208632a.json","164.46289559068643","","","","_pxsnkfcoz","Penparcau Survey 2016 - V1-3-16-06-2016 13h15m36s","Aline","Yes","<br/><a href="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-16-06-2016 13h15m36s/1466079310781.jpg"><img src="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-16-06-2016 13h15m36s/1466079310781_thumb.jpg" style="width:100px;border:0;"></a>","1","Nettle,Thistle,Dock or sorrel,Grasses",,"No","","Orange","Red Admiral","Resting,Flying",,,,,,,,"-4.076794403953134,52.400824833849356"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-22T15:09:01.255Z","","14.794724204550173","","-1","MOTOROLA XT1068","","-9.190298712234481","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-56.684074601205154","","","","_x2l5ehuvi","Penparcau Survey 2016 - V1-3-22-06-2016 16h08m43s","Claire r","No","<i>blank</i>","","Dock or sorrel,Grasses",,"Yes","",,,,"Urban","Parks, playgrounds, allotments or community grasslands","No",,,,,"-4.07087561720254,52.40094714254801"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-17T15:27:42.958Z","","-2.007208181959157","","13","MOTOROLA XT1068","","-26.871255100583294","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-16.910404328265596","","","","_771jf2ef5","Penparcau Survey 2016 - V1-3-17-06-2016 16h27m35s","Debra","Yes","<i>blank</i>","1","Nettle,Thistle,Grasses",,"Yes","","Brown","Speckled Wood","Flying","Grassland",,"Yes",,"Overgrown, lots of wild flowers, meadow",,,"-4.084587099999981,52.400249699999804"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-19T10:41:54.541Z","","-6.847451192479489","","-1","MOTOROLA XT1068","","-16.16387148217237","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-107.9353620950688","","","","_4008xr6ld","Penparcau Survey 2016 - V1-3-19-07-2016 11h41m39s","CG","Yes","<br/><a href="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-19-07-2016 11h41m39s/1468924861244.jpg"><img src="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-19-07-2016 11h41m39s/1468924861244_thumb.jpg" style="width:100px;border:0;"></a>","1","Ivy,Dock or sorrel,Grasses",,"Yes","","Orange","Small Tortoiseshell","Feeding,Flying","Urban","Built-up areas with green spaces","Yes",,,,,"-4.073382022222467,52.39998432607215"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-23T10:26:15.532Z","","26.310404362171454","","10","MOTOROLA XT1068","","16.28712907593442","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-17.73528456678074","","","","_ydckdid1j","Penparcau Survey 2016 - V1-3-23-06-2016 11h25m49s","Rachel","No","<i>blank</i>","","Bird's foot trefoil,Grasses",,"Yes","",,,,"Gorse",,"Yes",,,,,"-4.0843228,52.40266810000001"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-20T14:04:14.251Z","","8.199092268372121","","-1","MOTOROLA XT1068","","-15.013302210821628","a0ea0520-3574-4371-b9a3-6af8c208632a.json","30.653711410098808","","","","_ummftkzob","Penparcau Survey 2016 - V1-3-20-07-2016 15h04m06s","CG","No","<i>blank</i>","","Nettle,Ivy,Bird's foot trefoil,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.07407026598467,52.406044892858624"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T14:58:45.944Z","","16.147436339482027","","-1","MOTOROLA XT1068","","-19.66000113903907","a0ea0520-3574-4371-b9a3-6af8c208632a.json","130.1156091227415","","","","_mozpwjh1o","Penparcau Survey 2016 - V1-3-30-06-2016 15h58m31s","CG test","No","<i>blank</i>","","Ivy,Holly,Grasses",,"No","",,,,,,,,,,,"-4.0610072179130565,52.401752692775744"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T13:49:44.468Z","","4.835634340377865","","48","MOTOROLA XT1068","","-20.175905817617643","a0ea0520-3574-4371-b9a3-6af8c208632a.json","116.88795058739298","","","","_t7clcyquc","Penparcau Survey 2016 - V1-3-30-06-2016 14h49m36s","CG test","No","<i>blank</i>","","Thistle,Dock or sorrel,Grasses",,"Yes","",,,,"Urban","Built-up areas with green spaces","No",,,,,"-4.071830000000015,52.40109050000002"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-27T10:38:36.562Z","","9.501687036495362","","-1","MOTOROLA XT1068","","7.734729051044111","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-14.344698408063664","","","","_idfpz4cx1","Penparcau Survey 2016 - V1-3-27-06-2016 11h38m11s","Jan and John","Yes","<i>blank</i>","1","Bird's foot trefoil,Grasses,No",,"No","","Orange",,"Resting",,,,,,,,"-4.071221149529951,52.40004187392158"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-09T12:47:46.111Z","","-5.906140988051365","","-1","MOTOROLA XT1068","","-9.731475090742101","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-21.764088724185687","","","","_y5ff6v8sp","Penparcau Survey 2016 - V1-3-09-06-2016 13h47m40s","Chloe","No","<i>blank</i>","","Bird's foot trefoil",,"Yes","",,,,"Urban","Built-up areas with little to no green spaces","No",,,,,"-4.072847436012937,52.40112700731973"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-21T15:13:50.986Z","","7.299787727339576","","-1","MOTOROLA XT1068","","-14.368544306003471","a0ea0520-3574-4371-b9a3-6af8c208632a.json","157.30570428397016","","","","_ypuenosb8","Penparcau Survey 2016 - V1-3-21-06-2016 16h13m43s","Chloe new path","Yes","<br/><a href="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-21-06-2016 16h13m43s/1466521982083.jpg"><img src="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-21-06-2016 16h13m43s/1466521982083_thumb.jpg" style="width:100px;border:0;"></a>","1","Grasses","Overgrown, lots of wild flowers, meadow","Yes","","Brown","Meadow Brown","Resting","Gorse",,"No",,,,,"-4.080264771675956,52.4001721447323"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T14:19:37.630Z","","9.752424988473823","","-1","MOTOROLA XT1068","","-19.838496180166306","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-177.47969252597832","","","","_y07fa2yjn","Penparcau Survey 2016 - V1-3-30-06-2016 15h19m27s","CG test","No","<i>blank</i>","","Nettle,Bird's foot trefoil,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.061521994460646,52.40165500696597"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-14T13:35:57.997Z","","4.826858827954869","","-1","MOTOROLA XT1068","","-24.62523276938923","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-73.90305663088817","","","","_9f2tbs7fz","Penparcau Survey 2016 - V1-3-14-06-2016 14h35m45s","Em","Yes","<i>blank</i>","1","Bird's foot trefoil,Thistle,Grasses",,"Yes","","Brown","Meadow Brown","Flying","Urban","Built-up areas with green spaces","Yes",,,,,"-4.067255977680937,52.40345661169296"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-13T12:11:47.264Z","","3.5486819861144236","","8","MOTOROLA XT1068","","-38.46150555601548","a0ea0520-3574-4371-b9a3-6af8c208632a.json","149.22160166536977","","","","_03uqpxtgw","Penparcau Survey 2016 - V1-3-13-06-2016 13h11m39s","Chloe","No","<i>blank</i>","","Nettle,Grasses",,"Yes","",,,,"Urban","Parks, playgrounds, allotments or community grasslands","No",,,,,"-4.062951100000011,52.40488069999996"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T15:40:30.297Z","","7.431408033966661","","-1","MOTOROLA XT1068","","-20.694185694480087","a0ea0520-3574-4371-b9a3-6af8c208632a.json","176.76529571993","","","","_bh5sfy417","Penparcau Survey 2016 - V1-3-30-06-2016 16h40m22s","CG test","No","<i>blank</i>","","Nettle,Ivy,Grasses",,"No","",,,,,,,,,,,"-4.064330207991739,52.40437004785361"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T14:54:40.246Z","","9.95062597913019","","-1","MOTOROLA XT1068","","-15.79934428616879","a0ea0520-3574-4371-b9a3-6af8c208632a.json","97.17370237841837","","","","_bo6snv078","Penparcau Survey 2016 - V1-3-30-06-2016 15h54m29s","CG test","No","<i>blank</i>","","Ivy,Grasses",,"No","",,,,,,,,,,,"-4.061170775663907,52.40149795967762"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-20T14:23:40.338Z","","-8.162973374267448","","-1","MOTOROLA XT1068","","-6.8245107214915315","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-8.858592282740103","","","","_pvp3800k7","Penparcau Survey 2016 - V1-3-20-07-2016 15h23m29s","CG","No","<i>blank</i>","","Nettle,Ivy,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.075234216908507,52.40653425383892"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-13T15:33:27.226Z","","6.378534373409195","","-1","MOTOROLA XT1068","","-14.496483994441565","a0ea0520-3574-4371-b9a3-6af8c208632a.json","13.117357810441979","","","","_gnrmysrzb","Penparcau Survey 2016 - V1-3-13-06-2016 16h33m03s","Eva","No","<i>blank</i>","","Lady's smock,Dock or sorrel,Grasses",,"Yes","",,,,"Woodland",,"No","Lots of wild flowers, shrubs and plants",,,,"-4.0728279973977894,52.40522469965697"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-14T09:49:43.159Z","","8.583620819586438","","17","MOTOROLA XT1068","","-16.522447875861577","a0ea0520-3574-4371-b9a3-6af8c208632a.json","146.17850650331897","","","","_mz7o7g9z5","Penparcau Survey 2016 - V1-3-14-07-2016 10h49m35s","Chloe test","No","<i>blank</i>","","Ivy,Grasses",,"No","",,,,,,,,,,,"-4.07250830000002,52.40068359999996"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-19T12:25:33.506Z","","4.541453397070362","","19","MOTOROLA XT1068","","-14.785167062354033","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-71.61454027777286","","","","_mbckn87o7","Penparcau Survey 2016 - V1-3-19-07-2016 13h25m25s","CG","Yes","<i>blank</i>","1","Nettle,Grasses",,"No","","Brown","Ringlet","Flying",,,,,,,,"-4.083612300000024,52.39976669999975"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-20T14:01:54.689Z","","8.548312156672058","","-1","MOTOROLA XT1068","","-12.794526358000386","a0ea0520-3574-4371-b9a3-6af8c208632a.json","21.349885562348604","","","","_t5qjymfzd","Penparcau Survey 2016 - V1-3-20-07-2016 15h01m45s","CG","No","<i>blank</i>","","Nettle,Grasses",,"No","",,,,,,,,,,,"-4.072828642949521,52.40522264768603"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-21T14:05:59.753Z","","-2.2858030604675146","","-1","MOTOROLA XT1068","","-19.425727358054925","a0ea0520-3574-4371-b9a3-6af8c208632a.json","101.58754820499902","","","","_q15sz2cei","Penparcau Survey 2016 - V1-3-21-06-2016 15h05m48s","Chloe new path","No","<i>blank</i>","","Nettle,Ivy,Thistle,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.076526739917054,52.39956668287692"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-23T10:32:41.444Z","","15.567107609104601","","13","MOTOROLA XT1068","","9.772481838971565","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-9.261910684361126","","","","_hl78hg4k1","Penparcau Survey 2016 - V1-3-23-06-2016 11h32m35s","Rachel","Yes","<i>blank</i>","2","Nettle,Ivy,Grasses",,"Yes","","Brown","Speckled Wood","Flying","Gorse",,"Yes",,,,,"-4.085128199999998,52.402753799999886"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-19T10:59:24.091Z","","4.1301633109142895","","20","MOTOROLA XT1068","","-21.23041189338674","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-112.39701241565038","","","","_liow4hrsy","Penparcau Survey 2016 - V1-3-19-07-2016 11h59m14s","CG","Yes","<i>blank</i>","1","Nettle,Ivy,Grasses",,"No","","Brown","Ringlet","Flying",,,,,,,,"-4.076811000000043,52.39928209999981"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-19T11:13:42.910Z","","1.25778915405478","","15","MOTOROLA XT1068","","-7.278057480495181","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-69.05625877319873","","","","_suvuivf3q","Penparcau Survey 2016 - V1-3-19-07-2016 12h13m36s","CG","Yes","<i>blank</i>","1","Ivy,Grasses",,"No","","Brown","Speckled Wood","Flying",,,,,,,,"-4.078441099999984,52.39895659999983"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-14T09:58:36.385Z","","2.0825650187416733","","7","MOTOROLA XT1068","","-27.887597494364947","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-22.189209943411036","","","","_eawiir1fm","Penparcau Survey 2016 - V1-3-14-07-2016 10h58m30s","Chloe test","Yes","<i>blank</i>","1","Nettle,Grasses",,"No","","Brown","Ringlet","Resting,Flying",,,,,,,,"-4.076087700000007,52.399681999999935"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-15T12:09:04.367Z","","-3.6367888650866496","","2200","MOTOROLA XT1068","","-20.94196446700064","a0ea0520-3574-4371-b9a3-6af8c208632a.json","70.21727481888502","","","","_116a8ti37","Penparcau Survey 2016 - V1-3-15-06-2016 13h09m00s","A chamb","No","<i>blank</i>","","Ivy,Grasses",,"No","",,,,,,,,,,,"-4.065594900000005,52.40626769999995"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-22T13:09:35.700Z","","18.66691553938131","","-1","MOTOROLA XT1068","","-17.969616404372832","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-86.44432896597459","","","","_axazp9up2","Penparcau Survey 2016 - V1-3-22-07-2016 14h09m28s","CG","No","<i>blank</i>","","Ivy,Grasses",,"No","",,,,,,,,,,,"-4.08047724970888,52.40830358557856"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-21T14:08:48.938Z","","2.973730962491325","","9","MOTOROLA XT1068","","-21.3677891957105","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-113.85958131319272","","","","_tjl1ruzo7","Penparcau Survey 2016 - V1-3-21-06-2016 15h08m40s","Chloe new path","No","<i>blank</i>","","Nettle,Ivy,Bird's foot trefoil,Grasses",,"No","",,,,,,,,,,,"-4.077139099999998,52.400644899999776"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T15:46:07.309Z","","5.6985489141730525","","-1","MOTOROLA XT1068","","-17.142214118506658","a0ea0520-3574-4371-b9a3-6af8c208632a.json","153.57773239346383","","","","_7o0mv7acj","Penparcau Survey 2016 - V1-3-30-06-2016 16h45m55s","CG test","No","<i>blank</i>","","Ivy,Thistle,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.06622107588702,52.40302201082255"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-15T11:34:21.470Z","","-3.140261219739991","","-1","MOTOROLA XT1068","","-37.66478106480642","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-54.157997438567634","","","","_9ssvpuuzg","Penparcau Survey 2016 - V1-3-15-06-2016 12h33m55s","A chamb","Yes","<br/><a href="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-15-06-2016 12h33m55s/1465990406753.jpg"><img src="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-15-06-2016 12h33m55s/1465990406753_thumb.jpg" style="width:100px;border:0;"></a>","","Nettle,Thistle,Dock or sorrel,Grasses",,"No","","Brown","Speckled Wood","Resting",,,,,,,,"-4.080908516288596,52.40623162302883"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-14T10:54:21.145Z","","7.125016419970467","","19","MOTOROLA XT1068","","-15.9223833138774","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-38.28285512808463","","","","_24ub2vw6r","Penparcau Survey 2016 - V1-3-14-07-2016 11h54m15s","Chloe test","No","<i>blank</i>","","Grasses","Long grass, maybe grazed, some flowers","No","",,,,,,,,,,,"-4.082993500000017,52.40056709999982"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-07T16:09:12.794Z","","6.326783310728478","","96","MOTOROLA XT1068","","-19.812353631118082","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-19.539298036026604","","","","_77cr5aes4","Penparcau Survey 2016 - V1-3-07-06-2016 17h09m07s","Chloe","Yes","<i>blank</i>","1","Nettle,Thistle,Grasses",,"Yes","","Blue","Common Blue","Resting,Flying","Grassland",,"No",,"Overgrown, lots of wild flowers, meadow",,,"-4.082593500000002,52.39933299999997"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-13T12:03:06.381Z","","4.3184869942571735","","-1","MOTOROLA XT1068","","-26.761125130406008","a0ea0520-3574-4371-b9a3-6af8c208632a.json","34.243091932156396","","","","_80n9zua8n","Penparcau Survey 2016 - V1-3-13-06-2016 13h02m52s","Chloe","No","<i>blank</i>","","Nettle,Ivy,Grasses",,"Yes","",,,,"Urban","Parks, playgrounds, allotments or community grasslands","Yes",,,,,"-4.058731813471615,52.40423557967268"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T13:54:14.674Z","","5.906141414938189","","-1","MOTOROLA XT1068","","-18.82185325806117","a0ea0520-3574-4371-b9a3-6af8c208632a.json","127.27091729570121","","","","_44ritmxlg","Penparcau Survey 2016 - V1-3-30-06-2016 14h54m05s","CG test","No","<i>blank</i>","","Bird's foot trefoil,Dock or sorrel,Grasses",,"Yes","",,,,"Urban","Built-up areas with green spaces","No",,,,,"-4.069051459898524,52.4004539804409"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-20T13:29:34.638Z","","13.031156554248186","","-1","MOTOROLA XT1068","","-13.054070985139933","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-72.73894650950787","","","","_8r12yfxrj","Penparcau Survey 2016 - V1-3-20-07-2016 14h29m03s","CG","No","<i>blank</i>","","Dock or sorrel,Grasses",,"Yes","",,,,"Urban","Parks, playgrounds, allotments or community grasslands","No",,,,,"-4.068403787464467,52.402196985434806"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T14:04:56.313Z","","0.7521989682574253","","-1","MOTOROLA XT1068","","-23.10595793381015","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-24.37025326993619","","","","_t6c76hvya","Penparcau Survey 2016 - V1-3-30-06-2016 15h04m48s","CG test","No","<i>blank</i>","","Ivy",,"No","",,,,,,,,,,,"-4.067616540044401,52.403062162547606"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T14:35:01.207Z","","14.646058307075675","","-1","MOTOROLA XT1068","","-16.086036353938198","a0ea0520-3574-4371-b9a3-6af8c208632a.json","159.9989571567329","","","","_3ry4jewyt","Penparcau Survey 2016 - V1-3-30-06-2016 15h34m50s","CG test","No","<i>blank</i>","","Ivy,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.061212475092973,52.401545761206016"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-21T14:26:05.681Z","","8.00852913675512","","-1","MOTOROLA XT1068","","-18.929036001611596","a0ea0520-3574-4371-b9a3-6af8c208632a.json","1.6246469386692157","","","","_kv2r51n2p","Penparcau Survey 2016 - V1-3-21-06-2016 15h25m52s","Chloe new path","Yes","<br/><a href="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-21-06-2016 15h25m52s/1466519105876.jpg"><img src="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-21-06-2016 15h25m52s/1466519105876_thumb.jpg" style="width:100px;border:0;"></a>","1","Nettle,Ivy,Grasses",,"No","","Brown","Speckled Wood","Resting,Flying",,,,,,,,"-4.0801812047436625,52.40299658257239"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-17T14:50:26.485Z","","3.508457294544926","","-1","MOTOROLA XT1068","","-19.734658521761894","a0ea0520-3574-4371-b9a3-6af8c208632a.json","148.61357822545523","","","","_3xbfr5r5p","Penparcau Survey 2016 - V1-3-17-06-2016 15h50m18s","Debra","No","<i>blank</i>","","Grasses","Overgrown, lots of wild flowers, meadow","Yes","",,,,"Urban","Built-up areas with green spaces","No",,,,,"-4.087077401426466,52.40544315214224"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-20T13:33:05.077Z","","-6.276144715108827","","-1","MOTOROLA XT1068","","-8.065777221057228","a0ea0520-3574-4371-b9a3-6af8c208632a.json","28.863464187125103","","","","_3j8n31ize","Penparcau Survey 2016 - V1-3-20-07-2016 14h32m58s","CG","No","<i>blank</i>","","Nettle,Grasses",,"No","",,,,,,,,,,,"-4.067740605223568,52.402729173008986"
